edo,estado,mun,municipio,par,parroquia,n centro,centro,Dirección del Centro de Votación,mesa,chavez,arias,claudio,ELECTORES INSCRITOS,VOTOS ESCRUTADOS,VOTOS NULOS,¿mesa_automatizada?,envio_ddhhmm,¿centro_activo?,Enlace Esdata
1,Dtto. Capital,1,LIBERTADOR,1,ALTAGRACIA,40,UNID BASC MADARIAGA,DELICIAS A CONCORDIA NO 90-4 CARACAS,1,608,440,56,1941,1131,23,1,302010,1,esdata
1,Dtto. Capital,1,LIBERTADOR,1,ALTAGRACIA,41,U.E.P. SANTA BARBARA,DR GONZALEZ A PARAISO,1,398,259,30,1109,707,11,1,301930,1,esdata
1,Dtto. Capital,1,LIBERTADOR,1,ALTAGRACIA,60,UND EDUC COLEGIO LA SALLE,SANTA BARBARA A TIENDA HONDA CARACAS,1,394,477,66,1552,963,20,1,301840,1,esdata
1,Dtto. Capital,1,LIBERTADOR,1,ALTAGRACIA,60,UND EDUC COLEGIO LA SALLE,SANTA BARBARA A TIENDA HONDA CARACAS,2,381,461,50,1512,913,17,1,301920,1,esdata
1,Dtto. Capital,1,LIBERTADOR,1,ALTAGRACIA,60,UND EDUC COLEGIO LA SALLE,SANTA BARBARA A TIENDA HONDA CARACAS,3,380,467,49,1519,914,14,1,302000,1,esdata
1,Dtto. Capital,1,LIBERTADOR,1,ALTAGRACIA,70,ESC BASC DR FRANCISCO MENDOZA,CEIBA A PORVENIR 79-1 CARACAS,1,331,256,26,1100,627,10,1,301920,1,esdata
1,Dtto. Capital,1,LIBERTADOR,1,ALTAGRACIA,81,UNID EDUC CENTRAL DE EDUCACION,ESQ JESUITA,1,357,398,35,1490,819,22,1,301820,1,esdata
1,Dtto. Capital,1,LIBERTADOR,1,ALTAGRACIA,82,COL UNIV FRANCISCO DE MIRANDA,ESQUINA DE MIJARES,1,741,578,54,2478,1396,11,1,301950,1,esdata
1,Dtto. Capital,1,LIBERTADOR,1,ALTAGRACIA,90,INST BAS SIMON BOLIVAR,CU/O A GUANABANO CARACAS,1,813,567,74,2514,1496,29,1,301840,1,esdata
1,Dtto. Capital,1,LIBERTADOR,1,ALTAGRACIA,90,INST BAS SIMON BOLIVAR,CU/O A GUANABANO CARACAS,2,563,418,58,1691,1059,15,1,301820,1,esdata
1,Dtto. Capital,1,LIBERTADOR,1,ALTAGRACIA,100,UNID EDUC SANTA TERESA DEL NIO JESUS,SANTA BARBARA A FE NO 54 CARACAS,1,466,662,52,2135,1199,10,1,301840,1,esdata
1,Dtto. Capital,1,LIBERTADOR,1,ALTAGRACIA,704,JARDIN DE INF RAFAEL M BARALT,URB QDA CARABALLO RESID EL AVILA EL RETIRO,1,326,94,25,886,464,18,1,301830,1,esdata
1,Dtto. Capital,1,LIBERTADOR,10,SUCRE,1360,CICLO BASE FIDEL JESUS OROZCO,CLL LAS TORRES DE PLAN DE MANZANO,1,908,100,29,2301,1078,38,1,301800,1,esdata
1,Dtto. Capital,1,LIBERTADOR,10,SUCRE,1360,CICLO BASE FIDEL JESUS OROZCO,CLL LAS TORRES DE PLAN DE MANZANO,2,450,60,13,1505,546,22,1,301800,1,esdata
1,Dtto. Capital,1,LIBERTADOR,10,SUCRE,1362,ESC. MUN. LORENZO HERRERA. M.,CASCO CENTRAL DE PLAN DE MANZANO,1,224,32,8,601,269,2,1,301750,1,esdata
1,Dtto. Capital,1,LIBERTADOR,10,SUCRE,1370,U E D ELISA DE IZQUIERDO,SECTOR 5 BRR NUEVO DIA,1,649,76,25,1507,768,12,1,311640,1,esdata
1,Dtto. Capital,1,LIBERTADOR,10,SUCRE,1380,ESC MANUEL MARIA ECHANDIA,KM 5 BRR BLANDIN CARRT VIEJA LA GUAIRA,1,649,84,17,1886,783,28,1,311710,1,esdata
1,Dtto. Capital,1,LIBERTADOR,10,SUCRE,1380,ESC MANUEL MARIA ECHANDIA,KM 5 BRR BLANDIN CARRT VIEJA LA GUAIRA,2,432,49,16,1246,520,20,1,311640,1,esdata
1,Dtto. Capital,1,LIBERTADOR,10,SUCRE,1390,GRUPO ESCOLAR FEDERICO QUIROZ,2DA CLL COLINA DE PLAN DE MANZANO,1,543,67,27,1615,672,29,1,301820,1,esdata
1,Dtto. Capital,1,LIBERTADOR,10,SUCRE,1400,U E TULIO FEBRES CORDERO,CALLE EL MIRADOR LOS FRAILES CATIA CARACAS,1,869,194,40,2110,1122,14,1,301920,1,esdata
1,Dtto. Capital,1,LIBERTADOR,10,SUCRE,1401,LICEO LUIS ESPELOZIN,SUBIDA DE GATO NEGRO,1,660,221,47,1721,949,16,1,301830,1,esdata
1,Dtto. Capital,1,LIBERTADOR,10,SUCRE,1401,LICEO LUIS ESPELOZIN,SUBIDA DE GATO NEGRO,2,414,110,46,1084,581,8,1,301840,1,esdata
1,Dtto. Capital,1,LIBERTADOR,10,SUCRE,1402,ESC BASC 12 DE MARZO,CLL PPL DE RUPERTO LUGO FTE BLOQUE 5,1,220,45,11,500,282,4,0,31052,1,esdata
1,Dtto. Capital,1,LIBERTADOR,10,SUCRE,1410,COLEGIO PARROQUIAL SAN RAMON NONATO,CLL REAL DE LOS FRAILES EL MANGUITO,1,673,152,32,1732,885,25,1,301810,1,esdata
1,Dtto. Capital,1,LIBERTADOR,10,SUCRE,1410,COLEGIO PARROQUIAL SAN RAMON NONATO,CLL REAL DE LOS FRAILES EL MANGUITO,2,408,115,15,1142,549,11,1,301810,1,esdata
1,Dtto. Capital,1,LIBERTADOR,10,SUCRE,1411,DISP PARROQUIAL S RAMON NONATO,CLL REAL DE LOS FRAILES CATIA,1,138,50,12,398,192,14,0,31053,0,esdata
1,Dtto. Capital,1,LIBERTADOR,10,SUCRE,1420,GRUPO ESCOLAR AGUSTIN AVELEDO,GATO NEGRO A BRISAS DE CATIA CARACAS,1,521,159,38,1452,736,13,1,301830,1,esdata
1,Dtto. Capital,1,LIBERTADOR,10,SUCRE,1420,GRUPO ESCOLAR AGUSTIN AVELEDO,GATO NEGRO A BRISAS DE CATIA CARACAS,2,488,154,42,1380,713,24,1,301840,1,esdata
1,Dtto. Capital,1,LIBERTADOR,10,SUCRE,1420,GRUPO ESCOLAR AGUSTIN AVELEDO,GATO NEGRO A BRISAS DE CATIA CARACAS,3,507,148,39,1402,719,20,1,301840,1,esdata
1,Dtto. Capital,1,LIBERTADOR,10,SUCRE,1430,GRUPO ESCOLAR CIUDAD DE BARCELONA,3RA CALLE DE RUPERTO LUGO CATIA CARACAS,1,664,239,48,1864,978,18,1,301830,1,esdata
1,Dtto. Capital,1,LIBERTADOR,10,SUCRE,1430,GRUPO ESCOLAR CIUDAD DE BARCELONA,3RA CALLE DE RUPERTO LUGO CATIA CARACAS,2,438,171,37,1262,662,14,1,301820,1,esdata
1,Dtto. Capital,1,LIBERTADOR,10,SUCRE,1431,GUARDERIA INFANTIL CARLOS GUINAND SANDOZ,CLL RUPERTO LUGO BLQ 5 URB CARLOS GUINAND SANDOZ,1,428,121,23,1036,584,9,1,301810,1,esdata
1,Dtto. Capital,1,LIBERTADOR,10,SUCRE,1432,COLEGIO GLADYS DE FREITES,2DA CALLE RUPERTO LUGO,1,434,154,42,1095,648,13,1,301830,1,esdata
1,Dtto. Capital,1,LIBERTADOR,10,SUCRE,1433,U E NICANOR BOLET PERAZA,4TA TRANSVERSAL CON 1RA CALLE RUPERTO LUGO,1,630,219,46,1593,918,17,1,301810,1,esdata
1,Dtto. Capital,1,LIBERTADOR,10,SUCRE,1433,U E NICANOR BOLET PERAZA,4TA TRANSVERSAL CON 1RA CALLE RUPERTO LUGO,2,434,154,38,1099,638,7,1,301810,1,esdata
1,Dtto. Capital,1,LIBERTADOR,10,SUCRE,1434,GUARD INF FUNDAPOL,3RA CLL RUPERTO LUGO BLQ 2,1,49,15,7,113,73,1,0,31049,1,esdata
1,Dtto. Capital,1,LIBERTADOR,10,SUCRE,1440,U E MIGUEL ANTONIO CARO,AV SUCRE EST METRO GATO NEGRO,1,717,300,52,1907,1105,29,1,301900,1,esdata
1,Dtto. Capital,1,LIBERTADOR,10,SUCRE,1440,U E MIGUEL ANTONIO CARO,AV SUCRE EST METRO GATO NEGRO,2,704,257,44,1822,1027,17,1,301900,1,esdata
1,Dtto. Capital,1,LIBERTADOR,10,SUCRE,1440,U E MIGUEL ANTONIO CARO,AV SUCRE EST METRO GATO NEGRO,3,782,285,53,1937,1161,32,1,301900,1,esdata
1,Dtto. Capital,1,LIBERTADOR,10,SUCRE,1441,COLEGIO DAVID PASCOE,FRENTE A LA NORMAL MIGUEL ANTONIO CARO,1,580,239,56,1625,894,15,1,301750,1,esdata
1,Dtto. Capital,1,LIBERTADOR,10,SUCRE,1441,COLEGIO DAVID PASCOE,FRENTE A LA NORMAL MIGUEL ANTONIO CARO,2,376,154,30,1088,581,14,1,301750,1,esdata
1,Dtto. Capital,1,LIBERTADOR,10,SUCRE,1450,CICLO BASICO JOSE FELIX BLANCO,URB EUGENIO MENDOZA CLL ALTA VISTA,1,444,272,40,1429,782,16,1,301830,1,esdata
1,Dtto. Capital,1,LIBERTADOR,10,SUCRE,1460,COLEGIO FE Y ALEGRIA MADRE CECILIA CROSS,CALLE SAN ISIDRO BRR ALTA VISTA CARACAS,1,790,273,56,2401,1159,33,1,301840,1,esdata
1,Dtto. Capital,1,LIBERTADOR,10,SUCRE,1480,ESC MUNICIPAL CECILIA PIMENTEL,CALL REAL DE ALTA VISTA,1,742,326,58,2399,1170,31,1,301910,1,esdata
1,Dtto. Capital,1,LIBERTADOR,10,SUCRE,1482,E B BICENTENARIO DEL LIBERTADOR,PRIMER VIADUCTO AUTP LA GUAIRA BRR NVA ESPARTA SEC CAMPO ALEGRE,1,146,17,1,298,169,5,0,31048,0,esdata
1,Dtto. Capital,1,LIBERTADOR,10,SUCRE,1490,E.N. DIEGO RENATO MEJIAS,CLL PPAL DE ALTA VISTA,1,553,239,43,1674,859,15,1,301910,1,esdata
1,Dtto. Capital,1,LIBERTADOR,10,SUCRE,1490,E.N. DIEGO RENATO MEJIAS,CLL PPAL DE ALTA VISTA,2,402,148,33,1151,603,16,1,301850,1,esdata
1,Dtto. Capital,1,LIBERTADOR,10,SUCRE,1491,ESC BASC JOSE ROJAS ARMAS,CALLE PRINCIPAL DE ALTAVISTA,1,264,108,21,709,409,14,1,301840,0,esdata
1,Dtto. Capital,1,LIBERTADOR,10,SUCRE,1492,COLEGIO PRIVADO AGRAMONTE,CLL REAL DE ALTA VISTA DESPUES CAPILLA,1,500,251,51,1340,816,12,1,301840,1,esdata
1,Dtto. Capital,1,LIBERTADOR,10,SUCRE,1500,ESCUELA GRADUADA GRACIELA NAVAS TOVAR,KM 5 AUT CARACAS LA GUAIRA BRR EL LIMON,1,855,82,24,2061,991,26,1,311630,1,esdata
1,Dtto. Capital,1,LIBERTADOR,10,SUCRE,1510,ESCUELA GRADUADA FLORENCIO JIMENEZ,AV SUCRE FRENTE A LOS ALMACENES MILITARES.,1,710,116,37,2354,893,25,1,302150,1,esdata
1,Dtto. Capital,1,LIBERTADOR,10,SUCRE,1520,AMBULATORIO URBANO T-2 NUEVA CARACAS,AV SUCRE FRENTE AL YNCA,1,547,153,36,1531,750,9,1,301930,1,esdata
1,Dtto. Capital,1,LIBERTADOR,10,SUCRE,1520,AMBULATORIO URBANO T-2 NUEVA CARACAS,AV SUCRE FRENTE AL YNCA,2,359,103,20,1017,486,3,1,301930,1,esdata
1,Dtto. Capital,1,LIBERTADOR,10,SUCRE,1530,U E NAC RAMON ISIDRO MONTES,CLL COLOMBIA ENTRE 4TA Y 5TA AV EL ATLANTICO,1,579,284,46,1844,933,21,1,301850,1,esdata
1,Dtto. Capital,1,LIBERTADOR,10,SUCRE,1530,U E NAC RAMON ISIDRO MONTES,CLL COLOMBIA ENTRE 4TA Y 5TA AV EL ATLANTICO,2,370,194,20,1249,606,20,1,302120,1,esdata
1,Dtto. Capital,1,LIBERTADOR,10,SUCRE,1531,ESC BAS JUAN LANDAETA,CLL EL CRISTO LOS MAGALLANES,1,311,110,25,849,459,11,1,301810,1,esdata
1,Dtto. Capital,1,LIBERTADOR,10,SUCRE,1532,ESC NAC AMERICA,AV COLOMBIA CON CLL REAL DE LOS FLORES,1,241,91,14,769,355,8,1,301930,1,esdata
1,Dtto. Capital,1,LIBERTADOR,10,SUCRE,1540,ESC NAC CIUDAD DE CARACAS,CLL EL CRISTO NO 11 CERCA DEL PERIFERICO,1,235,101,25,806,374,10,1,301810,1,esdata
1,Dtto. Capital,1,LIBERTADOR,10,SUCRE,1550,CICLO BASICO ANTONIO JOSE DE SUCRE,CLL EL LAGO DE MAGALLANES CARACAS,1,596,172,32,1494,819,16,1,301950,1,esdata
1,Dtto. Capital,1,LIBERTADOR,10,SUCRE,1550,CICLO BASICO ANTONIO JOSE DE SUCRE,CLL EL LAGO DE MAGALLANES CARACAS,2,556,142,33,1498,754,19,1,301950,1,esdata
1,Dtto. Capital,1,LIBERTADOR,10,SUCRE,1550,CICLO BASICO ANTONIO JOSE DE SUCRE,CLL EL LAGO DE MAGALLANES CARACAS,3,589,182,27,1587,822,24,1,301950,1,esdata
1,Dtto. Capital,1,LIBERTADOR,10,SUCRE,1560,ESC BASC EDUARDO CALCAO,FINAL CLL EL CRISTO FTE IGLESIA LOS DOLORES,1,750,211,43,2080,1035,29,1,311620,1,esdata
1,Dtto. Capital,1,LIBERTADOR,10,SUCRE,1560,ESC BASC EDUARDO CALCAO,FINAL CLL EL CRISTO FTE IGLESIA LOS DOLORES,2,482,108,33,1335,640,17,1,302320,1,esdata
1,Dtto. Capital,1,LIBERTADOR,10,SUCRE,1561,COLEGIO SANTISIMA TRINIDAD,CALLE INTERNACIONAL NO 46 LOS MAGALLANES,1,704,264,67,2122,1057,18,1,302240,1,esdata
1,Dtto. Capital,1,LIBERTADOR,10,SUCRE,1562,ESC BAS EL CRISTO,AV PPAL EL CRISTO NO 53 PQUE SUCRE (NVO.ABRIL88),1,345,97,29,810,489,17,1,301930,1,esdata
1,Dtto. Capital,1,LIBERTADOR,10,SUCRE,1570,ESC BAS LOS MAGALLANES,AV.LA LAGUNA ANTIGUO GALPONES DEL INOS,1,957,220,62,2321,1281,34,1,301840,1,esdata
1,Dtto. Capital,1,LIBERTADOR,10,SUCRE,1570,ESC BAS LOS MAGALLANES,AV.LA LAGUNA ANTIGUO GALPONES DEL INOS,2,667,175,56,1609,930,27,1,301830,1,esdata
1,Dtto. Capital,1,LIBERTADOR,10,SUCRE,1580,ESCUELA NACIONAL PEDRO MANUEL RUIZ,FINAL CLL EL CRISTO NRO 119,1,754,169,52,1973,1015,34,1,301830,1,esdata
1,Dtto. Capital,1,LIBERTADOR,10,SUCRE,1580,ESCUELA NACIONAL PEDRO MANUEL RUIZ,FINAL CLL EL CRISTO NRO 119,2,509,120,28,1319,685,21,1,301820,1,esdata
1,Dtto. Capital,1,LIBERTADOR,10,SUCRE,1590,U E D ISAIAS MEDINA ANGARITA,CLL VENEZUELA. SECTOR LAS TUNAS.,1,655,87,52,1547,812,15,1,301910,1,esdata
1,Dtto. Capital,1,LIBERTADOR,10,SUCRE,1590,U E D ISAIAS MEDINA ANGARITA,CLL VENEZUELA. SECTOR LAS TUNAS.,2,458,58,22,1106,556,16,1,302030,1,esdata
1,Dtto. Capital,1,LIBERTADOR,10,SUCRE,1600,ESC BASC SAN MARTIN,CLL ULTRMAR VUELTA EL CARACOL BARR NIO JESUS,1,821,78,25,2210,954,27,1,301900,1,esdata
1,Dtto. Capital,1,LIBERTADOR,10,SUCRE,1611,ESC BASC SAN JOSE,AV PRINCIPAL VISTA HERMOSA BRR NIO JESUS,1,373,39,12,951,440,13,1,20948,1,esdata
1,Dtto. Capital,1,LIBERTADOR,10,SUCRE,1620,ESC BASC CARDENAL QUINTERO,CLL LA CRUZ. BRR OLIVET.,1,638,84,17,1788,788,44,1,311620,1,esdata
1,Dtto. Capital,1,LIBERTADOR,10,SUCRE,1620,ESC BASC CARDENAL QUINTERO,CLL LA CRUZ. BRR OLIVET.,2,478,69,7,1142,584,27,1,311730,1,esdata
1,Dtto. Capital,1,LIBERTADOR,10,SUCRE,1630,C P EUGENIO MENDOZA FE-ALEGRIA,CARRT VIEJA EL JUNQUITO KM 3 BRR OLIVET,1,574,77,21,1457,704,28,1,301810,1,esdata
1,Dtto. Capital,1,LIBERTADOR,10,SUCRE,1630,C P EUGENIO MENDOZA FE-ALEGRIA,CARRT VIEJA EL JUNQUITO KM 3 BRR OLIVET,2,570,86,19,1420,701,23,1,301810,1,esdata
1,Dtto. Capital,1,LIBERTADOR,10,SUCRE,1630,C P EUGENIO MENDOZA FE-ALEGRIA,CARRT VIEJA EL JUNQUITO KM 3 BRR OLIVET,3,550,96,20,1496,685,17,1,301820,1,esdata
1,Dtto. Capital,1,LIBERTADOR,10,SUCRE,1631,ESC BASC JUAN DE GURRUCEAGA,FINAL CLL SUCRE BRR MARIO B IRRAGORIT,1,606,89,21,1345,741,23,1,301800,1,esdata
1,Dtto. Capital,1,LIBERTADOR,10,SUCRE,1640,U E N LICEO ANDRES E BLANCO,1RA AV PRO PATRIA CARACAS,1,767,203,48,2179,1043,20,1,302100,1,esdata
1,Dtto. Capital,1,LIBERTADOR,10,SUCRE,1640,U E N LICEO ANDRES E BLANCO,1RA AV PRO PATRIA CARACAS,2,548,142,28,1448,742,18,1,301900,1,esdata
1,Dtto. Capital,1,LIBERTADOR,10,SUCRE,1641,U E DIV GUSTAVO LEDO,AV PRINCIPAL DE PROPATRIA,1,481,135,36,1218,668,13,1,302000,1,esdata
1,Dtto. Capital,1,LIBERTADOR,10,SUCRE,1650,COLEGIO SAGRADA FAMILIA.,FRENTE A LA PLAZA PRO PATRIA CARACAS,1,880,268,64,2585,1243,27,1,302110,1,esdata
1,Dtto. Capital,1,LIBERTADOR,10,SUCRE,1660,U EDUC JOSE ANGEL LAMAS,CLL DIEZ FRENTE A LA FARMACIA DIEZ PRO PATRIA,1,357,80,22,910,483,23,1,301850,1,esdata
1,Dtto. Capital,1,LIBERTADOR,10,SUCRE,1670,U EDUC ALEJANDRO FUENMAYOR,ENTRE 2DA Y 3RA CLL DE PROPATRIA,1,318,128,15,533,280,42,0,31046,1,esdata
1,Dtto. Capital,1,LIBERTADOR,10,SUCRE,1680,ESC BASC MARIANO PICON SALAS,AV PRINCIPAL DE PRO PATRIA.,1,764,184,42,2053,1020,24,1,301850,1,esdata
1,Dtto. Capital,1,LIBERTADOR,10,SUCRE,1690,U E MARIA L ESTRADA MONTUFAR,CLL 12 FRENTE BLQ 12 PROPATRIA,1,857,164,36,2282,1086,26,1,301850,1,esdata
1,Dtto. Capital,1,LIBERTADOR,10,SUCRE,1690,U E MARIA L ESTRADA MONTUFAR,CLL 12 FRENTE BLQ 12 PROPATRIA,2,566,112,33,1466,727,11,1,301850,1,esdata
1,Dtto. Capital,1,LIBERTADOR,10,SUCRE,1700,U EDUC JOSE GERVASIO ARTIGAS,FINAL AV EL CUARTEL AL LADO LICEO ANDRES ELOY BLANCO,1,887,211,62,2405,1197,32,1,302010,1,esdata
1,Dtto. Capital,1,LIBERTADOR,10,SUCRE,1700,U EDUC JOSE GERVASIO ARTIGAS,FINAL AV EL CUARTEL AL LADO LICEO ANDRES ELOY BLANCO,2,586,114,46,1600,786,35,1,302020,1,esdata
1,Dtto. Capital,1,LIBERTADOR,10,SUCRE,1710,ESC PARROQUIAL EL VIVERO,CLL LINDERO SECT BOQUERONCITO BRR ISAIAS ANGARITA,1,565,72,20,1558,675,16,1,302110,1,esdata
1,Dtto. Capital,1,LIBERTADOR,10,SUCRE,1710,ESC PARROQUIAL EL VIVERO,CLL LINDERO SECT BOQUERONCITO BRR ISAIAS ANGARITA,2,385,58,10,1079,476,22,1,302159,1,esdata
1,Dtto. Capital,1,LIBERTADOR,10,SUCRE,1720,U E COL PARROQUIAL STA TERESITA,1RA AV EL PARQUE URB URDANETA,1,770,381,75,2113,1249,22,1,301850,1,esdata
1,Dtto. Capital,1,LIBERTADOR,10,SUCRE,1720,U E COL PARROQUIAL STA TERESITA,1RA AV EL PARQUE URB URDANETA,2,493,261,61,1471,825,8,1,301900,1,esdata
1,Dtto. Capital,1,LIBERTADOR,10,SUCRE,1721,ESC TECNICA INDT JULIO CALCAO,AV CIRCUNSVALACION URBANIZACION URDANETA,1,677,268,62,1826,1040,23,1,301850,1,esdata
1,Dtto. Capital,1,LIBERTADOR,10,SUCRE,1730,U E MUNC TERESA CARREO,4TA CLL CIRCUNVALACION FTE BLOQUE 18 URDANETA,1,707,234,47,1989,1022,27,1,302000,1,esdata
1,Dtto. Capital,1,LIBERTADOR,10,SUCRE,1740,GRUPO ESCOLAR EDUARDO ROHLL,ENTRE BLOQ 7 Y 8 LOMAS DE URDANETA CARACAS,1,621,178,48,1719,884,26,1,301850,1,esdata
1,Dtto. Capital,1,LIBERTADOR,10,SUCRE,1740,GRUPO ESCOLAR EDUARDO ROHLL,ENTRE BLOQ 7 Y 8 LOMAS DE URDANETA CARACAS,2,418,115,29,1152,581,17,1,301850,1,esdata
1,Dtto. Capital,1,LIBERTADOR,10,SUCRE,1750,U EDUC DISTRITAL CARACAS,BLOQUE 5 LOMAS DE URDANETA,1,522,143,48,1495,727,10,1,301840,1,esdata
1,Dtto. Capital,1,LIBERTADOR,10,SUCRE,1760,ESC NAC MONSEOR JESUS M PELLIN,FRENTE BLOQUE 6 PRO PATRIA,1,754,123,43,2088,963,42,1,301910,1,esdata
1,Dtto. Capital,1,LIBERTADOR,10,SUCRE,1760,ESC NAC MONSEOR JESUS M PELLIN,FRENTE BLOQUE 6 PRO PATRIA,2,469,110,30,1331,637,23,1,302050,1,esdata
1,Dtto. Capital,1,LIBERTADOR,10,SUCRE,1762,J INF MONSEOR PELLIN,SUBIDA CLL EL ESTANQUE FTE BLOQUE 6,1,135,58,5,403,193,22,0,31053,1,esdata
1,Dtto. Capital,1,LIBERTADOR,10,SUCRE,1770,COLEGIO MADRE MARIA ROSA MOLAS FE Y ALEGRIA,CLL BOLIVAR BLOQ 20 Y 28 URB SIMON BOLIVAR,1,742,274,51,1867,1087,15,1,301840,1,esdata
1,Dtto. Capital,1,LIBERTADOR,10,SUCRE,1780,COLEGIO PRIVADO EL SALVADOR,CLL BOLIVAR NO 31-16 PROPATRIA,1,414,197,36,1259,665,13,1,301840,1,esdata
1,Dtto. Capital,1,LIBERTADOR,10,SUCRE,1790,ESCUELA MUNICIPAL PEREZ BONALDE,CLL MEXICO ESQ PUERTO RICO,1,626,352,38,2095,1045,22,1,301820,1,esdata
1,Dtto. Capital,1,LIBERTADOR,10,SUCRE,1790,ESCUELA MUNICIPAL PEREZ BONALDE,CLL MEXICO ESQ PUERTO RICO,2,434,225,37,1451,708,9,1,301810,1,esdata
1,Dtto. Capital,1,LIBERTADOR,10,SUCRE,1791,ESC PARROQ MADRE CABRINI,FINAL CALLE MEXICO ENTRE 5 Y 6 AV CATIA,1,210,158,26,741,403,6,1,301820,1,esdata
1,Dtto. Capital,1,LIBERTADOR,10,SUCRE,1800,ESC B D JOSE ANTONIO GONZALEZ,CLL BRASIL NRO 8 ENTRE 5 Y 6 AV,1,138,108,15,429,268,6,0,31053,1,esdata
1,Dtto. Capital,1,LIBERTADOR,10,SUCRE,1810,ZONA POSTAL 103,CALLE REAL PRO PATRIA CENTRO COMERCIAL,1,386,155,47,1215,599,11,1,301910,1,esdata
1,Dtto. Capital,1,LIBERTADOR,10,SUCRE,1811,U E MANUEL LANDAETA ROSALES,CALLE MEXICO CON CALLE REAL DE LOS FLORES,1,207,82,13,513,312,11,0,31058,1,esdata
1,Dtto. Capital,1,LIBERTADOR,10,SUCRE,1820,INSTITUTO TECNICO JESUS OBRERO,CLL REAL LOS FLORES ANDRES BELLO,1,853,355,67,2294,1307,21,1,301910,1,esdata
1,Dtto. Capital,1,LIBERTADOR,10,SUCRE,1820,INSTITUTO TECNICO JESUS OBRERO,CLL REAL LOS FLORES ANDRES BELLO,2,576,222,52,1568,875,20,1,301910,1,esdata
1,Dtto. Capital,1,LIBERTADOR,10,SUCRE,1821,ESC NAC 24 DE JULIO,CLL ARGENTINA CRUCE CON CALL REAL DE LOS FLORES,1,702,254,49,1773,1030,16,1,301830,1,esdata
1,Dtto. Capital,1,LIBERTADOR,10,SUCRE,1821,ESC NAC 24 DE JULIO,CLL ARGENTINA CRUCE CON CALL REAL DE LOS FLORES,2,464,164,25,1179,664,9,1,301830,1,esdata
1,Dtto. Capital,1,LIBERTADOR,10,SUCRE,1822,ESC N BASICA FLORES DE CATIA,CLL DEMOCRACIA ESQ SAN LORENZO,1,368,123,34,966,534,7,1,301850,0,esdata
1,Dtto. Capital,1,LIBERTADOR,10,SUCRE,1830,CENTRO COMUNAL CATIA,FRENTE PLAZA PRO PATRIA CARACAS,1,351,93,35,950,498,15,1,301820,1,esdata
1,Dtto. Capital,1,LIBERTADOR,10,SUCRE,1831,COLEGIO LA PRESENTACION,3RA CLL DE PROPATRIA ENTRE 1RA Y 2DA AV,1,453,192,42,1559,703,14,1,302010,1,esdata
1,Dtto. Capital,1,LIBERTADOR,10,SUCRE,1831,COLEGIO LA PRESENTACION,3RA CLL DE PROPATRIA ENTRE 1RA Y 2DA AV,2,335,132,37,964,512,6,1,302000,1,esdata
1,Dtto. Capital,1,LIBERTADOR,10,SUCRE,1832,INST PRIVADO WALT DISNEY,4TA CLL DE PROPATRIA NRO 25-17 QTA MARTINA,1,281,109,23,770,427,12,1,301810,1,esdata
1,Dtto. Capital,1,LIBERTADOR,10,SUCRE,1833,U E N ALMIRANTE BRION,FINAL CALLE 12 PROPATRIA,1,223,42,15,430,301,21,0,20755,1,esdata
1,Dtto. Capital,1,LIBERTADOR,10,SUCRE,1840,ESCUELA MUNICIPAL CECILIA NU/EZ SUCRE,CLL PRINCIPAL BRR OROPEZA CASTILLO,1,744,90,15,2011,878,19,1,301840,1,esdata
1,Dtto. Capital,1,LIBERTADOR,10,SUCRE,1840,ESCUELA MUNICIPAL CECILIA NU/EZ SUCRE,CLL PRINCIPAL BRR OROPEZA CASTILLO,2,514,55,15,1436,626,34,1,301830,1,esdata
1,Dtto. Capital,1,LIBERTADOR,10,SUCRE,1841,CENTRO PRE-ESC SIMON BOLIVAR,AV EL CUARTEL FRENTE AL LICEO A E BLANCO,1,405,120,31,915,567,10,1,301850,1,esdata
1,Dtto. Capital,1,LIBERTADOR,10,SUCRE,1851,GUAICAIPURO II,AV PRINCIPAL DE GRAMOVEN,1,611,87,22,1868,747,21,1,301900,1,esdata
1,Dtto. Capital,1,LIBERTADOR,10,SUCRE,1860,ESCUELA MUNICIPAL MIRANDA,BLOQUE. 30 CASALTA,1,381,90,20,1005,509,14,1,301810,1,esdata
1,Dtto. Capital,1,LIBERTADOR,10,SUCRE,1870,UND EDUC SERGIO MEDINA,1RA CALLE DE PRO PATRIA CASALTA CARACAS,1,678,332,53,2197,1092,22,1,301940,1,esdata
1,Dtto. Capital,1,LIBERTADOR,10,SUCRE,1870,UND EDUC SERGIO MEDINA,1RA CALLE DE PRO PATRIA CASALTA CARACAS,2,499,229,37,1467,790,23,1,302000,1,esdata
1,Dtto. Capital,1,LIBERTADOR,10,SUCRE,1871,UNID EDUC BALTAZAR PADRON,CLL CIRCUNVALACION ENTRE BLQ 5-6 Y 30 CASALTA 5,1,361,162,37,976,579,14,1,301930,1,esdata
1,Dtto. Capital,1,LIBERTADOR,10,SUCRE,1872,U E INST CECILIO ACOSTA,2DA CALLE NO 18 PRO PATRIA,1,375,198,38,1031,628,13,1,301850,1,esdata
1,Dtto. Capital,1,LIBERTADOR,10,SUCRE,1873,C DE ATEC COMT DIEGO DE LOZADA,1RA CLL PROPATRIA AL LADO P.T.J.,1,707,282,62,2061,1086,29,1,301900,1,esdata
