edo,estado,mun,municipio,par,parroquia,n centro,centro,Dirección del Centro de Votación,mesa,chavez,arias,claudio,ELECTORES INSCRITOS,VOTOS ESCRUTADOS,VOTOS NULOS,¿mesa_automatizada?,envio_ddhhmm,¿centro_activo?,Enlace Esdata
14,Monagas,11,AGUASAY,1,CM. AGUASAY,40320,ESCUELA BASICA BOLIVARIANA LAS GAVIOTAS,CALLE PRINCIPAL SECTOR ORITUPANO LAS GAVIOTAS,1,123,32,0,228,159,3,0,32053,1,esdata
14,Monagas,11,AGUASAY,1,CM. AGUASAY,40330,ESCUELA BASICA CONCT LA INGLESA,CALLE PRINCIPAL LA INGLESA DE AGUASAY VIA CARRETERA NEGRA,1,146,146,1,418,308,15,0,32243,1,esdata
14,Monagas,11,AGUASAY,1,CM. AGUASAY,41040,ESCUELA BASICA CONCT BOCAS DE TONORO,CALLE PRINCIPAL CASERIO BOCAS DE TONORO,1,132,40,0,271,179,5,0,32058,1,esdata
14,Monagas,12,SANTA BARBARA,1,CM. SANTA BARBARA,41010,GPO ESC JUAN VICENTE BOLIVAR,CALLE INDEPENDENCIA SANTA BARBARA,1,913,718,19,2608,1765,103,1,310043,1,esdata
14,Monagas,12,SANTA BARBARA,1,CM. SANTA BARBARA,41011,LICEO BENJAMIN BRICENO MARTIN,CALLE NUEVA DE SANTA BARBARA,1,384,337,8,954,776,42,1,301803,1,esdata
14,Monagas,12,SANTA BARBARA,1,CM. SANTA BARBARA,41012,KINDER ARNOLDO GABALDON,URB. ARNOLDO GABALDON,1,315,361,9,915,705,18,1,302143,1,esdata
14,Monagas,12,SANTA BARBARA,1,CM. SANTA BARBARA,41030,ESC UNIT NO 207,CLL BOLIVAR MORON,1,232,35,3,585,450,9,0,32055,1,esdata
14,Monagas,13,URACOA,1,CM. URACOA,41367,JARDIN DE INFANCIA BOLIVARIANO LOMAS DEL VIENTO,BARRIO LOMAS DEL VIENTO CALLE MIRANDA URACOA,1,223,107,9,473,350,6,0,32134,1,esdata
14,Monagas,13,URACOA,1,CM. URACOA,41370,ESCUELA BASICA BOLIVARIANA CHAIMA,CALLE ARISMENDI URACOA,1,950,525,24,2167,1557,40,1,302013,1,esdata
14,Monagas,13,URACOA,1,CM. URACOA,41390,MEDICATURA RURAL PALOMA DE CHAMBERY,CALLE PRINCIPAL CASERIO PALOMA DE CHAMBERI,1,44,43,0,155,92,4,0,32241,1,esdata
14,Monagas,13,URACOA,1,CM. URACOA,41400,ESCUELA UNITARIA NO 318-319,CASERIO VARADERO DE MANAMO,1,145,76,2,344,234,11,0,32118,1,esdata
14,Monagas,13,URACOA,1,CM. URACOA,41410,ESCUELA BASICA UNITARIA 423,CALLE PRINCIPAL CASERIO EL CAIMAN,1,86,45,2,238,171,38,0,81406,1,esdata
14,Monagas,13,URACOA,1,CM. URACOA,41420,ESCUELA BASICA BOLIVARIANA PASO NUEVO,CALLE PRINCIPAL CASERIO PASO NUEVO,1,199,58,2,384,270,10,0,32119,1,esdata
14,Monagas,13,URACOA,1,CM. URACOA,41460,JARDIN DE INFANCIA BOLIVARIANO JOSE FELIX RIVAS,CALLE PRINCIPAL CASERIO GUARITA ISLA DE GUARA,1,134,193,1,578,347,17,0,32119,1,esdata
14,Monagas,13,URACOA,1,CM. URACOA,41470,ESCUELA UNITARIA 1026-1017,CASERIO BAJO GRANDE,1,134,19,0,308,200,12,0,32134,1,esdata
14,Monagas,13,URACOA,1,CM. URACOA,41480,ESCUELA UNITARIA NO 315,CASERIO CHORRO DE GUARA,1,73,37,1,162,115,4,0,32138,1,esdata
14,Monagas,2,BOLIVAR,1,CM. CARIPITO,39640,ESCUELA BASICA BOLIVARIANA PEDRO GUAL,CALLE NUEVA ESPARTA S/N SECTOR BAJO CARIPITO,1,503,354,1,1479,879,18,1,301833,1,esdata
14,Monagas,2,BOLIVAR,1,CM. CARIPITO,39640,ESCUELA BASICA BOLIVARIANA PEDRO GUAL,CALLE NUEVA ESPARTA S/N SECTOR BAJO CARIPITO,2,320,240,1,1005,572,9,1,301823,1,esdata
14,Monagas,2,BOLIVAR,1,CM. CARIPITO,39641,ESCUELA BASICA LUIS BELTRAN PRIETO FIGUEROA,CALLE VUELVAN CARAS SECTOR LOS CERRITOS,1,165,101,0,483,269,3,0,32244,1,esdata
14,Monagas,2,BOLIVAR,1,CM. CARIPITO,39642,LICEO DOCTOR JULIAN PADRON,KILOMETRO 1 SECTOR LAS PALMITAS - CARIPITO,1,101,63,2,342,173,7,0,32244,1,esdata
14,Monagas,2,BOLIVAR,1,CM. CARIPITO,39645,ESCUELA BASICA LIZANDRO ALVARADO,CALLE PRINCIPAL SECTOR LA PALENCIA CARIPITO,1,73,33,0,188,115,2,0,32303,1,esdata
14,Monagas,2,BOLIVAR,1,CM. CARIPITO,39650,ESCUELA BASICA JOSE GIL FORTUOL,CALLE OLIVERO S/N SECTOR EL RINCON DE CARIPITO,1,786,331,4,2380,1166,37,1,302203,1,esdata
14,Monagas,2,BOLIVAR,1,CM. CARIPITO,39650,ESCUELA BASICA JOSE GIL FORTUOL,CALLE OLIVERO S/N SECTOR EL RINCON DE CARIPITO,2,603,260,6,1607,904,22,1,302043,1,esdata
14,Monagas,2,BOLIVAR,1,CM. CARIPITO,39660,ESCUELA BASICA BOLIVARIANA MANUELA SAENZ,CARRETERA NACIONAL SECTOR LOS MORROS - CARIPITO,1,152,71,2,645,251,24,1,311203,1,esdata
14,Monagas,2,BOLIVAR,1,CM. CARIPITO,39670,ESC BAS UDON PEREZ,CALLE LAS FLORES S/N SECTOR LA MANGA CARIPITO,1,211,151,2,556,360,5,0,32100,1,esdata
14,Monagas,2,BOLIVAR,1,CM. CARIPITO,39680,ESC BAS CONC 26-74 LA ACEQUIA,CALLE PRINCIPAL S/N CARRETERA VIA CARUPANO CASERIO LA ACEQUIA,1,172,99,0,513,272,3,0,32104,1,esdata
14,Monagas,2,BOLIVAR,1,CM. CARIPITO,39690,ESCUELA BASICA BOLIVARIANA SIM√ìN RODRIGUEZ,CALLE PRINCIPAL SECTOR LAS PARCELAS - CARIPITO,1,216,76,2,714,302,6,1,311323,1,esdata
14,Monagas,2,BOLIVAR,1,CM. CARIPITO,39691,ESC CONC S/N EL AMPARO,CASERIO CARIPITICO,1,122,47,1,271,174,4,0,32100,1,esdata
14,Monagas,2,BOLIVAR,1,CM. CARIPITO,39700,ESCUELA BASICA CIUDAD DE LOS TEQUES,AVENIDA MADARIAGA SECTOR LA SABANA - CARIPITO,1,506,326,2,1595,866,23,1,301933,1,esdata
14,Monagas,2,BOLIVAR,1,CM. CARIPITO,39700,ESCUELA BASICA CIUDAD DE LOS TEQUES,AVENIDA MADARIAGA SECTOR LA SABANA - CARIPITO,2,375,201,5,1008,597,14,1,301813,1,esdata
14,Monagas,2,BOLIVAR,1,CM. CARIPITO,39710,ESCUELA BASICA AUDENCIO DIAZ FEBRES,URBANIZACION BELLO MONTE CALLE PRINCIPAL  SECTOR LAS COLINAS- CARIPITO,1,411,235,7,1198,695,32,1,301803,1,esdata
14,Monagas,2,BOLIVAR,1,CM. CARIPITO,39720,ESCUELA BASICA BOLIVARIANA CARMEN DE LEON,CARRETERA NACIONAL SECTOR KILOMETRO 6 -CARIPITO,1,392,247,2,1224,678,27,1,311353,1,esdata
14,Monagas,2,BOLIVAR,1,CM. CARIPITO,39730,ESCUELA BASICA VALMORE RODRIGUEZ,SECTOR LOS MANGOS CALLE VALMORE RODRIGUEZ CARIPITO,1,504,313,2,1654,848,24,1,301833,1,esdata
14,Monagas,2,BOLIVAR,1,CM. CARIPITO,39731,ESCUELA BASICA BOLIVARIANA SIMON RODRIGUEZ,CALLE PRINCIPAL CASERIO SAN PABLO SECTOR II CARIPITO,1,76,69,0,223,159,0,0,32259,1,esdata
14,Monagas,2,BOLIVAR,1,CM. CARIPITO,39740,ESCUELA BASICA ROMULO GALLEGOS,AVENIDA ANDRES BELLO CAMPO EL PORVENIR CARIPITO,1,544,540,16,2099,1135,25,1,301823,1,esdata
14,Monagas,3,CARIPE,1,CM. CARIPE,39880,ESC BAS EDMUNDO ROMERO,CLL PPAL S/N EL CRUCERO,1,378,229,5,972,626,12,1,301913,1,esdata
14,Monagas,3,CARIPE,1,CM. CARIPE,39890,ESC BAS ABRAHAN LINCOLN,AV ENRIQUE CHAUMER CARIPE,1,547,523,18,1713,1139,47,1,301843,1,esdata
14,Monagas,3,CARIPE,1,CM. CARIPE,39890,ESC BAS ABRAHAN LINCOLN,AV ENRIQUE CHAUMER CARIPE,2,338,339,11,1153,728,35,1,301913,1,esdata
14,Monagas,3,CARIPE,1,CM. CARIPE,39900,LICEO JULIAN PADRON,AVENIDA LA ORQUIDEA DE CARIPE,1,372,430,15,1533,890,68,1,302043,1,esdata
14,Monagas,3,CARIPE,1,CM. CARIPE,39911,ESC BAS MIGUEL VECCHIO MARSIGLIA,CALLE JUNIN SECTOR CONCHA DE COCO EL MERCADO DE CARIPE,1,228,188,11,739,442,15,1,302053,1,esdata
14,Monagas,3,CARIPE,1,CM. CARIPE,39921,ESC ELENA PEREZ DE MATA,CALLE PRINCIPAL AMANITA,1,60,49,6,162,120,5,0,32249,1,esdata
14,Monagas,3,CARIPE,1,CM. CARIPE,39970,ESC BAS CONC NO 91-78 BELLA VISTA,CASERIO BELLA VISTA DE CARIPE,1,154,49,2,390,208,3,0,32105,1,esdata
14,Monagas,3,CARIPE,2,TERESEN,40001,ESCUELA EST UNITARIA N 379,CASERIO EL LIMON,1,24,20,0,146,48,4,0,32104,1,esdata
14,Monagas,3,CARIPE,2,TERESEN,40010,ESCUELA BASICA BOLIVARIANA CARIPITO,CALLE MIRANDA NO 16 TERESEN,1,624,272,12,1670,961,52,1,302053,1,esdata
14,Monagas,3,CARIPE,2,TERESEN,40020,ESCUELA BASICA BOLIVARIANA SANTA INES,CALLE PRINCIPAL CASERIO SANTA INES,1,337,138,4,915,501,21,1,302033,1,esdata
14,Monagas,3,CARIPE,2,TERESEN,40030,ESC BAS CONC 86-97 QUEBRADA GRANDE,CALLE PRINCIPAL CASERIO QUEBRADA GRANDE,1,158,130,0,461,303,14,0,32247,1,esdata
14,Monagas,3,CARIPE,2,TERESEN,40040,ESC BAS CONC 96-333-444 LA MARGARITA,CALLE PRINCIPAL CASERIO LA MARGARITA,1,90,81,0,326,174,3,0,32102,1,esdata
14,Monagas,3,CARIPE,2,TERESEN,40050,ESC BAS EST UNIT NO 217,CASERIO YUCUCUAL,1,93,90,0,380,189,6,0,32243,1,esdata
14,Monagas,3,CARIPE,2,TERESEN,40060,ESC BAS CONC MIXTA NO 100-S/N,CASERIO LA SABANA DE CAPIRE,1,132,85,1,343,222,3,0,32054,1,esdata
14,Monagas,3,CARIPE,3,EL GUACHARO,39910,ESCUELA BASICA BOLIVARIANA EL GUACHARO,CALLE PRINCIPAL CASERIO EL GUACHARO DE CARIPE,1,630,351,10,1806,1052,52,1,311303,1,esdata
14,Monagas,3,CARIPE,3,EL GUACHARO,39920,UNIDAD EDUCATIVA N 37-49-16-59 PERIQUITO,CALLE PRINCIPAL CASERIO PERIQUITO DE CARIPE,1,207,174,5,803,422,31,1,311213,1,esdata
14,Monagas,3,CARIPE,4,SAN AGUSTIN,39930,ESCUELA BASICA BOLIVARIANA DR RAFAEL MARSIGLIA,CALLE PRINCIPAL CASERIO SAN AGUSTIN CARIPE,1,458,355,8,1496,872,48,1,301743,1,esdata
14,Monagas,3,CARIPE,4,SAN AGUSTIN,39951,ESC BAS CONC EL BANQUEADO,CALLE PRINCIPAL CASERIO EL BANQUEADO,1,84,57,1,265,162,20,0,32245,1,esdata
14,Monagas,3,CARIPE,5,LA GUANOTA,39950,ESCUELA BASICA RAMONA ROCCA DE LOPEZ,CALLE PRINCIPAL CASERIO LA GUANOTA CARIPE,1,245,189,17,912,510,55,1,301643,1,esdata
14,Monagas,3,CARIPE,5,LA GUANOTA,39960,ESC BAS UNIT CONC ALTO DE MONAGAL,CALLE PRINCIPAL SECTOR ALTO DE MONAGAL CASERIO CULANTRILLAR,1,153,109,3,457,270,4,0,32103,1,esdata
14,Monagas,3,CARIPE,5,LA GUANOTA,39990,ESC BAS UNIT NO 1654,CALLE PRINCIPAL CASERIO MONAGAL,1,29,30,0,126,64,5,0,32103,1,esdata
14,Monagas,3,CARIPE,5,LA GUANOTA,40000,ESC EST UNIT NO 486,CASERIO JUASJUILLAR,1,117,0,0,242,121,4,0,32103,1,esdata
14,Monagas,3,CARIPE,6,SABANA DE PIEDRA,39940,ESC BAS ARMANDO ZULOAGA BLANCO,CASERIO SABANA DE PIEDRA,1,332,365,6,1343,729,23,1,301653,1,esdata
14,Monagas,3,CARIPE,6,SABANA DE PIEDRA,39980,ESC BAS NAC NO 2505,CASERIO TACARIGUA,1,18,68,0,175,89,3,0,32244,1,esdata
14,Monagas,4,CEDE√ëO,1,CM. CAICARA,40170,ESC BAS LUIS FELIPE TURMERO CORVO,CLL BERMUDEZ S/N CAICARA,1,622,663,27,2291,1467,96,1,301833,1,esdata
14,Monagas,4,CEDE√ëO,1,CM. CAICARA,40171,UNIDAD EDUCATIVA JUAN FRANCISO MILA DE LA ROCA,CALLE RUIZ PINEDA SECTOR LAS MALVINAS CAICARA,1,307,287,18,933,662,36,1,301813,1,esdata
14,Monagas,4,CEDE√ëO,1,CM. CAICARA,40180,ESC BAS BOLIVARIANA JOSE FRANCISCO BERMUDEZ,CALLE BOLIVAR NO 101 CAICARA,1,490,818,20,2358,1527,126,1,310513,1,esdata
14,Monagas,4,CEDE√ëO,1,CM. CAICARA,40180,ESC BAS BOLIVARIANA JOSE FRANCISCO BERMUDEZ,CALLE BOLIVAR NO 101 CAICARA,2,347,493,15,1561,992,103,1,301923,1,esdata
14,Monagas,4,CEDE√ëO,1,CM. CAICARA,40190,ESC BAS POTRERITO,CASERIO POTRERITO,1,403,123,8,891,554,13,1,311403,1,esdata
14,Monagas,4,CEDE√ëO,1,CM. CAICARA,40200,ESCUELA BASICA BEJUCALES,CALLE PRINCIPAL CASERIO BEJUCALES CAICARA,1,130,69,0,366,200,2,0,32259,1,esdata
14,Monagas,4,CEDE√ëO,1,CM. CAICARA,40211,ESCUELA BASICA CAICARITA,CALLE PRINCIPAL CASERIO CAICARITA,1,107,59,0,287,178,12,0,32107,1,esdata
14,Monagas,4,CEDE√ëO,1,CM. CAICARA,40220,ESCUELA BASICA BAJO GRANDE,CALLE PRINCIPAL CASERIO BAJO GRANDE,1,48,60,0,179,111,3,0,32244,1,esdata
14,Monagas,4,CEDE√ëO,1,CM. CAICARA,40990,ESCUELA BASICA LAGUNA DE JUSEPIN,CALLE PRINCIPAL LA LAGUNA DE JUSEPIN CAICARA,1,37,123,2,304,164,2,0,32056,1,esdata
14,Monagas,4,CEDE√ëO,2,AREO,40070,ESCUELA BASICA LUIS FELIPE TURMERO CORVO,CALLE BOLIVAR CASERIO AREO,1,361,182,1,957,599,15,1,311333,1,esdata
14,Monagas,4,CEDE√ëO,2,AREO,40080,ESCUELA BASICA SAN JUAN DE AREO,CASERIO SAN JUAN DE AREO CAICARA,1,107,88,0,362,196,5,0,32053,1,esdata
14,Monagas,4,CEDE√ëO,2,AREO,40090,ESCUELA BASICA VOLADERO,CALLE PRINCIPAL CASERIO VOLADERO CAICARA,1,91,56,2,216,152,3,0,32244,1,esdata
14,Monagas,4,CEDE√ëO,2,AREO,40100,ESCUELA BASICA LOS DOS CAMINOS,CALLE PRINCIPAL SECTOR LOS DOS CAMINOS CAICARA,1,76,2,0,164,81,3,0,32106,1,esdata
14,Monagas,4,CEDE√ëO,2,AREO,40110,ESCUELA BASICA LA MORITA,CALLE PRINCIPAL CASERIO LA MORITA CAICARA,1,213,4,1,492,230,10,0,32106,1,esdata
14,Monagas,4,CEDE√ëO,2,AREO,40120,ESCUELA BASICA EL RANGELE√ëO,CALLE PRINCIPAL CASERIO EL RENGELE√ëO CAICARA,1,24,1,25,140,50,0,0,32243,1,esdata
14,Monagas,4,CEDE√ëO,2,AREO,40130,ESCUELA BASICA LOS POZOS DE AREO,CALLE PRINCIPAL LOS POZOS DE AREO CAICARA,1,137,53,0,317,201,10,0,32105,1,esdata
14,Monagas,4,CEDE√ëO,2,AREO,40140,ESCUELA BASICA MANACAL,CALLE PRINCIPAL CASERIO MANACAL CAICARA,1,26,22,1,126,50,1,0,32053,1,esdata
14,Monagas,4,CEDE√ëO,2,AREO,40160,ESCUELA BASICA SAN RAMON,CALLE PRINCIPAL CASERIO SAN RAMON,1,146,25,0,322,214,20,0,32254,1,esdata
14,Monagas,4,CEDE√ëO,3,SAN FELIX,40230,ESCUELA BASICA CONSUELA NAVAS TOVAR,CALLE EL ROSARIO SAN FELIX DE CAICARA,1,748,484,22,2161,1301,45,1,311353,1,esdata
14,Monagas,4,CEDE√ëO,3,SAN FELIX,40240,ESCUELA ESTADAL QUEBRADA SECA,CALLE PRINCIPAL CASERIO QUEBRADA SECA CAICARA,1,180,82,1,451,270,6,0,32249,1,esdata
14,Monagas,4,CEDE√ëO,4,VIENTO FRESCO,40210,UNIDAD EDUCATIVA IDELFONSO NU√ëEZ MARES,CALLE MACUARE SIN NUMERO  CASERIO VIENTO FRESCO CAICARA,1,512,434,14,1578,1004,35,1,311323,1,esdata
14,Monagas,5,EZEQUIEL ZAMORA,1,CM. PUNTA DE MATA,40340,ESCUELA BAS ALBERTO RAVELL,AV BOLIVAR PUNTA DE MATA,1,684,407,13,1938,1164,54,1,302223,1,esdata
14,Monagas,5,EZEQUIEL ZAMORA,1,CM. PUNTA DE MATA,40340,ESCUELA BAS ALBERTO RAVELL,AV BOLIVAR PUNTA DE MATA,2,710,449,8,1977,1219,39,1,302133,1,esdata
14,Monagas,5,EZEQUIEL ZAMORA,1,CM. PUNTA DE MATA,40340,ESCUELA BAS ALBERTO RAVELL,AV BOLIVAR PUNTA DE MATA,3,728,435,15,1937,1221,33,1,302133,1,esdata
14,Monagas,5,EZEQUIEL ZAMORA,1,CM. PUNTA DE MATA,40341,ESCUELA BASICA CENTURION,AV BOLIVAR NO 100 PUNTA DE MATA,1,712,532,20,2030,1318,44,1,302053,1,esdata
14,Monagas,5,EZEQUIEL ZAMORA,1,CM. PUNTA DE MATA,40341,ESCUELA BASICA CENTURION,AV BOLIVAR NO 100 PUNTA DE MATA,2,474,362,8,1348,886,27,1,301953,1,esdata
14,Monagas,5,EZEQUIEL ZAMORA,1,CM. PUNTA DE MATA,40344,COLEGIO PRIV MIGUEL J SANZ,AV BOLIVAR AL LADO DEL GPO ESC BAS CENTURION,1,533,499,24,1757,1123,52,1,302003,0,esdata
14,Monagas,5,EZEQUIEL ZAMORA,1,CM. PUNTA DE MATA,40345,ESCUELA BASICA CREACION LAS PARCELAS,CALLE 2 S/N SECTOR LAS PARCELAS PUNTA DE MATA,1,780,403,12,2129,1301,89,1,302153,1,esdata
14,Monagas,5,EZEQUIEL ZAMORA,1,CM. PUNTA DE MATA,40350,ESCUELA BASICA RAFAEL VILLAVICENCIO,CALLE AYACUCHO NUMERO 121 PUNTA DE MATA,1,659,569,15,2207,1328,72,1,302123,1,esdata
14,Monagas,5,EZEQUIEL ZAMORA,1,CM. PUNTA DE MATA,40350,ESCUELA BASICA RAFAEL VILLAVICENCIO,CALLE AYACUCHO NUMERO 121 PUNTA DE MATA,2,402,408,12,1431,867,38,1,302053,1,esdata
14,Monagas,5,EZEQUIEL ZAMORA,1,CM. PUNTA DE MATA,40360,ESC BAS MUSIPAN,CASERIO MUSIPAN,1,347,90,2,714,461,19,1,311253,1,esdata
14,Monagas,5,EZEQUIEL ZAMORA,2,EL TEJERO,41020,ESCUELA BASICA LISANDRO RIVERO,CALLE LEONCIO MARTINEZ NUMERO 30 EL TEJERO,1,571,478,10,1772,1120,51,1,302033,1,esdata
14,Monagas,5,EZEQUIEL ZAMORA,2,EL TEJERO,41020,ESCUELA BASICA LISANDRO RIVERO,CALLE LEONCIO MARTINEZ NUMERO 30 EL TEJERO,2,498,411,4,1808,978,59,1,302153,1,esdata
14,Monagas,5,EZEQUIEL ZAMORA,2,EL TEJERO,41020,ESCUELA BASICA LISANDRO RIVERO,CALLE LEONCIO MARTINEZ NUMERO 30 EL TEJERO,3,515,437,6,1842,1015,44,1,302213,1,esdata
14,Monagas,6,LIBERTADOR,1,CM. TEMBLADOR,41270,GRUPO ESCOLAR ANTONIO GUZMAN BLANCO,CALLE BOLIVAR TEMBLADOR,1,623,356,10,1905,1065,67,1,301913,1,esdata
14,Monagas,6,LIBERTADOR,1,CM. TEMBLADOR,41270,GRUPO ESCOLAR ANTONIO GUZMAN BLANCO,CALLE BOLIVAR TEMBLADOR,2,687,395,8,1976,1132,34,1,301843,1,esdata
14,Monagas,6,LIBERTADOR,1,CM. TEMBLADOR,41270,GRUPO ESCOLAR ANTONIO GUZMAN BLANCO,CALLE BOLIVAR TEMBLADOR,3,664,387,10,1906,1124,53,1,301833,1,esdata
14,Monagas,6,LIBERTADOR,1,CM. TEMBLADOR,41273,ESC BASICA DORA ROMERO DE AVILA,AV ROMULO BETANCOURT FRENTE AL ESTADIO TEMBLADOR,1,578,376,8,1764,1012,41,1,310003,1,esdata
14,Monagas,6,LIBERTADOR,1,CM. TEMBLADOR,41273,ESC BASICA DORA ROMERO DE AVILA,AV ROMULO BETANCOURT FRENTE AL ESTADIO TEMBLADOR,2,429,255,9,1187,729,27,1,301903,1,esdata
14,Monagas,6,LIBERTADOR,1,CM. TEMBLADOR,41280,ESCUELA BASICA BELQUIZ GUEVARA DE DIQUEZ,CALLE PRINCIPAL CASERIO MATA NEGRA VIA CAMPO MORICHAL,1,195,101,0,544,316,20,0,32136,1,esdata
14,Monagas,6,LIBERTADOR,1,CM. TEMBLADOR,41291,UNIDAD EDUCATIVA FE Y ALEGRIA,CALLE APURE BARRIO LA MANGA DETR√ÅS DE LA POLICIA TEMBLADOR,1,335,178,3,877,559,36,1,301943,1,esdata
14,Monagas,6,LIBERTADOR,1,CM. TEMBLADOR,41292,ESC. BAS INAVI,INAVI CLL 4 TEMBLADOR,1,505,273,9,1379,831,39,1,302303,1,esdata
14,Monagas,6,LIBERTADOR,1,CM. TEMBLADOR,41294,ESCUELA BASICA MATA DE VENADO,CALLE PRINCIPAL CAMPO MATA DE VENADO VIA BARRANCA,1,53,43,0,158,101,5,0,32119,1,esdata
14,Monagas,6,LIBERTADOR,1,CM. TEMBLADOR,41300,ESCUELA BASICA UNIT SAN JOSE DE YABO,CALLE PRINCIPAL CASERIO SAN JOSE DE YABO VIA CAMPO MORICHAL,1,42,17,0,139,65,5,0,32248,1,esdata
14,Monagas,6,LIBERTADOR,2,TABASCA,41295,ESC CREACION EL FANGAL,CASERIO EL FANGAL,1,102,83,0,223,190,2,0,32135,1,esdata
14,Monagas,6,LIBERTADOR,2,TABASCA,41310,UNIDAD EDUCATIVA ISABEL DE VERDE ORTEGA,CALLE PIERLUSSI TABASCA,1,233,268,5,815,531,25,1,311213,1,esdata
14,Monagas,6,LIBERTADOR,2,TABASCA,41330,ESC BAS INDIGENA WARAO DOJO SANUKA,CASERIO GUAMALITO,1,21,20,0,121,45,4,0,32135,1,esdata
14,Monagas,6,LIBERTADOR,2,TABASCA,41340,ESCUELA UNITARIA 309,CASERIO COROZAL ALHUACAS,1,80,44,0,225,134,10,0,32247,1,esdata
14,Monagas,6,LIBERTADOR,2,TABASCA,41350,ESCUELA NO 345-460,CASERIO EL PAJAL ALHUACAS,1,29,55,0,133,85,1,0,32135,1,esdata
14,Monagas,6,LIBERTADOR,2,TABASCA,41360,ESCUELA NACIONAL NO 2562,CASERIO BOCA DE URACOA,1,123,147,3,477,278,4,0,32136,1,esdata
14,Monagas,6,LIBERTADOR,3,LAS ALHUACAS,41320,GRUPO ESCOLAR YARUA,LAS ALHUACAS,1,292,157,10,786,489,27,1,311313,1,esdata
14,Monagas,6,LIBERTADOR,4,CHAGUARAMAS,41290,ESC BAS CHAGUARAMAS,CASERIO CHAGUARAMAS,1,525,142,3,1355,739,46,1,302053,1,esdata
14,Monagas,7,MATURIN,1,EL FURRIAL,40620,ESC BAS RAFAEL MARIA BARALT,CALLE LOS ROSALES CASERIO EL FURRIAL,1,543,243,7,1619,821,26,1,302013,1,esdata
14,Monagas,7,MATURIN,1,EL FURRIAL,40620,ESC BAS RAFAEL MARIA BARALT,CALLE LOS ROSALES CASERIO EL FURRIAL,2,432,159,6,1100,614,16,1,301913,1,esdata
14,Monagas,7,MATURIN,1,EL FURRIAL,40621,ESCUELA B√ÅSICA ROBERTO G√ìMEZ DOFOURT,CARRETERA NACIONAL EL FURRIAL SECTOR LA CANDELARIA,1,292,226,5,767,541,17,1,301813,1,esdata
14,Monagas,7,MATURIN,10,SAN SIMON,40401,ESCUELA B√ÅSICA ROSA ADELA DE HERN√ÅNDEZ,PROLONGACION 30 URBANIZACION ALBERTO RAVELL 1 SECTOR BAJO GUARAPICHE,1,199,137,9,593,362,12,1,301813,1,esdata
14,Monagas,7,MATURIN,10,SAN SIMON,40420,ESCUELA BASICA MANUEL PIAR,CALLE AZCUE OESTE S/N MATURIN,1,526,345,18,1385,914,17,1,301903,1,esdata
14,Monagas,7,MATURIN,10,SAN SIMON,40430,ESCUELA BASICA ALEJANDRO DE HUMBOLT,AVENIDA BOMBONA BARRIO VIENTO COLAO MATURIN,1,765,516,36,2256,1381,47,1,302023,1,esdata
14,Monagas,7,MATURIN,10,SAN SIMON,40430,ESCUELA BASICA ALEJANDRO DE HUMBOLT,AVENIDA BOMBONA BARRIO VIENTO COLAO MATURIN,2,542,370,22,1565,964,24,1,302013,1,esdata
14,Monagas,7,MATURIN,10,SAN SIMON,40440,ESC BAS ISABEL P DE CAMPOS,CALLE SAN JOSE LA MANGA,1,882,433,17,2394,1386,35,1,302053,1,esdata
14,Monagas,7,MATURIN,10,SAN SIMON,40440,ESC BAS ISABEL P DE CAMPOS,CALLE SAN JOSE LA MANGA,2,563,311,17,1576,930,29,1,302043,1,esdata
14,Monagas,7,MATURIN,10,SAN SIMON,40450,ESC BAS VICENTE SALIAS,CLL CARLOS MOHLE NO 5,1,680,805,23,2460,1538,22,1,302213,1,esdata
14,Monagas,7,MATURIN,10,SAN SIMON,40450,ESC BAS VICENTE SALIAS,CLL CARLOS MOHLE NO 5,2,472,524,18,1572,1029,11,1,302003,1,esdata
14,Monagas,7,MATURIN,10,SAN SIMON,40451,UNIDAD EDUCATIVA COLEGIO PRIVADO MATUR√çN,CARRERA 5 NUMERO 94 MATURIN SECTOR CENTRO,1,382,366,16,1184,776,8,1,301823,1,esdata
14,Monagas,7,MATURIN,10,SAN SIMON,40470,ESC BAS VENTURAS VARGAS,CARRERA 16 URB CUCUTA SECTOR MERCADO NUEVO,1,630,440,19,2087,1134,30,1,301853,1,esdata
14,Monagas,7,MATURIN,10,SAN SIMON,40470,ESC BAS VENTURAS VARGAS,CARRERA 16 URB CUCUTA SECTOR MERCADO NUEVO,2,409,301,14,1385,766,31,1,301943,1,esdata
14,Monagas,7,MATURIN,10,SAN SIMON,40480,ESC BAS JUAN FRANCISCO MILA DE LA ROCA,CALLE MORICHAL C/C AV LIBERTADOR MATURIN,1,435,314,6,1744,804,41,1,302003,1,esdata
14,Monagas,7,MATURIN,10,SAN SIMON,40480,ESC BAS JUAN FRANCISCO MILA DE LA ROCA,CALLE MORICHAL C/C AV LIBERTADOR MATURIN,2,309,206,5,1087,545,22,1,302013,1,esdata
14,Monagas,7,MATURIN,10,SAN SIMON,40490,UNIDAD EDUCATIVA NACIONAL MARCO ANTONIO SALUZZO,CALLE 5 URBANIZACION EL PARAISO MATURIN,1,711,449,21,2059,1240,44,1,301853,1,esdata
