estado,municipio,parroquia,old_centro,new_centro,address
232,TACHIRA,LOBATERA,CM. LOBATERA,UNIDAD EDUCATIVA NACIONAL JUAN BAUTISTA TREJO MORALES LLANO GRANDE,LICEO NACIONAL DON ALFONSO SUAREZ,"CASERÍO POTRERO DE LAS CASAS,  PARTE  BAJA FRENTE CALLE SECTOR  A. DERECHA CARRETERA SECTOR B. IZQUIERDA  CARRETERA VIA SECTOR LAS FLORES A 200 METROS DEL CLUB POTRERITO  CASA"
233,TACHIRA,SAN CRISTOBAL,PEDRO MARIA MORANTES,ESCUELA BOLIVARIANA JUAN ANTONIO ROMAN VALECILLOS,ESCUELA ESTADAL INTEGRAL BOLIVARIANA CECILIO ACOSTA,"SECTOR LA GUACARA  FRENTE CALLE 4. IZQUIERDA CAMINO TERRENO BALDIO DIAGONAL A LA POTERERA, BAJANDO DE LA URB. ALAMEDA EDIFICIO"
234,TACHIRA,SAN CRISTOBAL,PEDRO MARIA MORANTES,ESCUELA TÉCNICA ROBINSONIANA DE CIENCIAS  Y ARTES JUAN ANTONIO ROMAN VALECILLOS,LICEO NACIONAL TÁCHIRA,URBANIZACIÓN LAS ACACIAS  FRENTE AVENIDA FORTUNATO GOMEZ A 100 METROS DEL CENTRO COMERCIAL  EL PINAR EDIFICIO
235,TACHIRA,SAN CRISTOBAL,SN JUAN BAUTISTA,"ESCUELA MUNICIPAL ""LUISA CACERES DE ARISMENDI""",LICEO BOLIVARIANO RAMÓN JOSÉ VELAZQUEZ,"URBANIZACIÓN LOS NARANJOS FRENTE CALLE 2.
DERECHA CARRERA 5. IZQUIERDA CARRERA 6
DETRÁS DE LA CRUZ ROJA EDIFICIO"
236,TACHIRA,SAN CRISTOBAL,SN JUAN BAUTISTA,ESCUELA BOLIVARIANA TÉCNICA DE COMERCIO ALBERTO ADRIANI,ESCUELA DE BELLAS ARTES,INICIO DE LA AV. GUAYANA  FRENTE AL SUPERMERCADO  EL GARZON
237,TACHIRA,URIBANTE,CM. PREGONERO,UNIDAD EDUCATIVA COLEGIO SANTA MARIANA DE JESÚS,UNIDAD EDUCATVA LICEO BOLIVARIANO FRANCISCO DE BORJA Y MORA,"SECTOR CAPITAL IZQUIERDA  AVENIDA JOSÉ RAMÓN TORRES. FRENTE CALLE 1. DERECHA CARRERA 3
FRENTE AL ESTADIO  MUNICIPAL CASA"
238,TACHIRA,URIBANTE,CM. PREGONERO,"ESCUELA ESTADAL COMBINADA 354-24
ALDEA MESONES CASERIO PLAN DE MESAS",UNIDAD EDUCATVA NACIONAL FRUCTUOSO MARQUEZ CONTRERAS,"CASERÍO LA PERCALA, ALDEA SAN FRANCISCO DERECHA  VEREDA CAPILLA DE LA COMUNIDAD. FRENTE VEREDA FINAL ESCUELA. IZQUIERDA CAMINO TERRENOS BALDIOS A 150 METROS DE LA VIA PRINCIPAL DEL CASERIO  CASA"
239,TACHIRA,URIBANTE,CM. PREGONERO,MINISTERIO DEL PODER POPULAR PARA EL AMBIENTE AREA ADMINISTRATIVA NUMERO 06,UNIDAD EDUCATIVA ESTADAL JOSE IGNACIO CARDENAS,BARRIO POTRERITOS FRENTE CALLE VIA PRINCIPAL A PREGONERO. DERECHA CAMINO VIVIENDAS. IZQUIERDA CAMINO VIVIENDAS A 500 METROS DE LA PLAZA MIRANDA  CASA
240,TACHIRA,URIBANTE,JUAN PABLO PEÑALOZA,UNIDAD EDUCATVA CONCENTRADA AMBROSIO VIVAS,UNIDAD EDUCATIVA NACIONAL PROFESOR AMERICO ROA,SECTOR ALDEA LAGUNA DE GARCIA FRENTE VEREDA FINAL DE LA ESCUELA. DERECHA  CAMINO TERRENO BALDIO. IZQUIERDA CAMINO TERRENO BALDIO A 50 METROS DE LA PLAZA BOLIVAR E IGLESIA CATOLICA. A 100 METROS DE LA VIA PRINCIPAL AL CASERIO LA PALMA CASA
241,TACHIRA,GUASIMOS,CM. PALMIRA,ESCUELA ESTADAL CONCENTRADA NUMERO 15 (223-407) LA VICTORIA,LICEO BOLIVARIANO MONSEÑOR ANTONIO IGNACIO CAMARGO ALVAREZ,"SECTOR LOS SAUCES FRENTE CARRERA 6. DERECHA SENDERO CALLEJON. IZQUIERDA SENDERO POTRERO  SEMINARIO PROLONGACION DE LA CARRERA 6,  VIA SECTOR  LA LAGUNA  EDIFICIO"
242,TACHIRA,SUCRE,CM. QUENIQUEA,UNIDAD EDUCATIVA MONSEÑOR JUAN BAUTISTA CASTRO,UNIDAD EDUCATIVA DIGNA BERTA CHAPARRO  DE MARQUEZ,SECTOR LAS DELICIAS DE QUENIQUEA
243,TACHIRA,SUCRE,CM. QUENIQUEA,"ESCUELA BASICA CONCENTRADA 860
NER 580 PILONCITOS",CASA COMUNAL COLINAS DE QUENIQUEA,SECTOR LOS ARENALES ALDEA COLIAS DE QUENIQUEA VIA PRINCIPAL
244,TACHIRA,SUCRE,CM. QUENIQUEA,"UNIDAD EDUCATIVA CONCENTRADA  91-20
LOS BARROS",CASA COMUNAL COLINAS DE QUENIQUEA,SECTOR LOS ARENALES ALDEA COLIAS DE QUENIQUEA VIA PRINCIPAL
245,TACHIRA,SUCRE,CM. QUENIQUEA,ESCUELA BÁSICA CONCENTRACION BUENA VISTA,UNIDAD EDUCATIVA DIGNA BERTA CHAPARRO  DE MARQUEZ,SECTOR LAS DELICIAS DE QUENIQUEA
246,TACHIRA,SUCRE,CM. QUENIQUEA,"ESCUELA BASICA NACIONAL UNITARIA
1382 NER 258 RIO ARRIBA","UNIDAD EDUCATIVA CONCENTRADA 19
NER 258 EL ALTICO","SECTOR EL ALTICO,  ALDEA SANTA FILOMENA DERECHA  CARRETERA VIA AL SECTOR  LAS VEGAS. FRENTE CARRETERA VIA SAN JOSE DE BOLIVAR. IZQUIERDA CAMINO TERRENOS BALDIOS A 100
METROS DE LA CANCHA DEPORTIVA DEL SECTOR CASA"
247,TACHIRA,SUCRE,ELEAZAR LOPEZ CONTRERA,UNIDAD EDUCATIVA FÉLIX MARÍA SALCEDO ZAMBRANO NER 580,ESCULA MUNICIPAL NRO 6 LA LAGUNA,"CASERIO LA LAGUNA,  VIA PRINCIPAL A MESA DEL TIGRE"
248,TACHIRA,CAPACHO VIEJO,CM. CAPACHO VIEJO,UNIDAD EDUCATIVA COLEGIO SANTA MARIANA DE JESUS,CENTRO DE EDUCACION INICIAL BOLIVARIANA LIBERTAD,BARRIO LA PALMITA FRENTE CARRERA 2. DERECHA CAMINO CASAS. IZQUIERDA CAMINO CASAS VIA LOS TANQUES DEL INOS CASA
249,TACHIRA,CAPACHO VIEJO,CM. CAPACHO VIEJO,"ESCUELA BOLIVARIANA
SALADO NEGRO NER
141","ESCUELA
BOLIVARIANA AGUA BLANCA NER 141","AGUA BLANCA,  ALDEA BOLIVAR, VIA A SAN ANTONIO"
250,TACHIRA,CAPACHO VIEJO,CM. CAPACHO VIEJO,"CENTRO DE
EDUCACION INICIAL SIMONCITO LOS PINOS","ESCUELA DE LABORES
NOCTURNA LIBERTAD","BARRIO  EL CENTRO  CASA 2-43 FRENTE AVENIDA 3.
DERECHA  CALLE 2. IZQUIERDA CALLE 1 AL LADO DE LA ALCALDIA  CASA"
251,TACHIRA,CAPACHO VIEJO,CM. CAPACHO VIEJO,UNIDAD EDUCATIVA BOLIVARIANA CONCENTRADA  LA AGUADA,ESCUELA BOLIVARIANA AGUA BLANCA NER 141,"AGUA BLANCA,  ALDEA BOLIVAR, VIA A SAN ANTONIO"
252,TACHIRA,CAPACHO VIEJO,CIPRIANO CASTRO,"UNIDAD EDUCATIVA
1504-524
CONCENTRADA LAS JUAREZ","UNIDAD EDUCATIVA BOLIVARIANA CONCENTRADA 64
LA OVEJERA NER 526",CASERÍO  LA OVEJERA FRENTE CALLE PRINCIPAL DEL CASERIO. DERECHA CAMINO CASERIO. IZQUIERDA CAMINO CASERIO A 30 METROS DEL PUENTE VIA LOMAS BAJAS CASA
253,TACHIRA,ANTONIO ROMULO C,CM. LAS MESAS,UNIDAD EDUCATIVA NACIONAL RAMON ELIAS MONTOYA,UNIDAD EDUCATIVA NACIONAL RAMÓN ELÍAS MONTOYA,VÍA PRINCIPAL  LAS MESAS ENTRE  URBANIZACIÓN CAÑO GRANDE Y URBANIZACIÓN  SANTO CRISTO
254,TACHIRA,ANTONIO ROMULO C,CM. LAS MESAS,CENTRO DE EDUCACIÓN INICIAL MESA ALTA I,CENTRO DE EDUCACION INICIAL SIMONCITO DOÑA CONSUELO MAYORCA,VIA PRINCIPAL  EL CONTENTO URBANIZACIÓN  EL CONTENTO SECTOR LA SANCHERA  LAS MESAS
255,TACHIRA,ANTONIO ROMULO C,CM. LAS MESAS,INSTITUTO  DE EDUCACIÓN ESPECIALBOLIVARIANO LAS MESAS,UNIDAD EDUCATIVA BOLIVARIANA NANCY RAMONA RIVERA MORA,SECTOR VIRGEN DEL CARMEN CALLE 4 ENTRE CARRERAS 7 Y 8 LAS MESAS
256,TACHIRA,FCO DE MIRANDA,CM. SAN JOSE DE BOLIVAR,UNIDAD EDUCATIVA ESTADAL JUAN  PABLO  II,"E.B.N.CONC. S/N NER
258 EL SINARAL","ALDEA LA COLORADA CASERIO EL SINARAL  VIA
PRINCIPAL A PREGONERO  DESDE SAN JOSÉ DE BOLÍVAR A QUEBRADA GRANDE"
257,TACHIRA,FCO DE MIRANDA,CM. SAN JOSE DE BOLIVAR,ESCUELA BOLIVARIANA NACIONAL CONCENTRADA 801 S/N NER 258,ESCUELA BASICA BOLIVARIANA REGINA DE VELAZQUEZ,SECTOR EL CEDRO FRENTE CALLE 2. DERECHA CARRERA 4. IZQUIERDA CARRERA 5 A 150 METROS DEL TERMINAL DE PASAJEROS CASA
258,TACHIRA,FCO DE MIRANDA,CM. SAN JOSE DE BOLIVAR,ESCUELA BOLIVARIANA CONCENTRADA ESTADAL 507 SIN NUMERO 258,"UNIDAD EDUCATIVA CONCENTRADA N°
845 NER 258",CASERÍO  MESA DE SAN ANTONIO DERECHA CARRETERA VIA CASERIO CARICUENA.  IZQUIERDA CARRETERA VIA SAN JOSE DE BOLIVAR. FRENTE CARRETERA VIA PRINCIPAL FRENTE AL LICEO DEL CASERIO CASA
259,TACHIRA,FCO DE MIRANDA,CM. SAN JOSE DE BOLIVAR,CASA DE LA CULTURA,ESCUELA BASICA BOLIVARIANA REGINA DE VELAZQUEZ,SECTOR EL CEDRO FRENTE CALLE 2. DERECHA CARRERA 4. IZQUIERDA CARRERA 5 A 150 METROS DEL TERMINAL DE PASAJEROS CASA
260,TACHIRA,JOSE M. VARGAS,CM. EL COBRE,ESCUELA NACIONAL BOLIVARIANA MONSEÑOR ACEVEDO,UNIDAD EDUCATIVA FERMÍN RUIZ VALERO,"BARRIO PRESBITERO PABLO ANTONIO MORALES IZQUIERDA  CALLE RICAURTE. FRENTE CARRERA 4
VÍA SECTOR  CERRO DUQUE. DERECHA CAMINO RIO EL VALLE A DOS CUADRAS DE LA ALCALDIA  CASA"
261,TACHIRA,JOSE M. VARGAS,CM. EL COBRE,"ESCUELA NACIONAL CONCENTRADA  3138-
3183 NER 505 MESA DE AURA","ESCUELA  ESTADAL UNITARIA N° 1
ANGARABECA","CASERÍO ANGARABECA, SECTOR EL LLANITO FRENTE CARRETERA PRINCIPAL VIA MICHELENA - ZUMBADOR.  DERECHA VEREDA VIVIENDAS. IZQUIERDA VEREDA VIVIENDAS A 200 METROS DE LA CANCHA DEL CASERÍO CASA"
262,ZULIA,MARACAIBO,BOLIVAR,LICEO NACIONAL RAFAEL  ANTONIO. BELLOSO CHACIN,UNIDAD EDUCATIVA JORGE WASHINGTON,"SECTOR BELLOSO FRENTE AVENIDA 12. DERECHA CALLE 91. IZQUIERDA CALLE 90 AVENIDA 12
NUMERO 90-61, SECTOR BELLOSO CASA"
263,ZULIA,MARACAIBO,CRISTO DE ARANZA,UNIDAD EDUCATIVA NACIONAL VALERO TOLEDO,UNIDAD EDUCATIVA RAFAEL ARVELO RODRIGUEZ,"SECTOR HATICOS POR ARRIBA, AVENIDA 19, #111-33
FRENTE AVENIDA 19. IZQUIERDA  CALLE NULL. DERECHA CALLEJÓN NULL DIAGONAL  A CENTRO 99
HATICOS CASA"
264,ZULIA,MARACAIBO,CHIQUINQUIRA,UNIDAD EDUCATIVA NACIONAL RAFAEL MARIA BARALT,ESCUELA TECNICA COMERCIAL NOCTURNA FRANCISCO JOSE DUARTE,SECTOR PARAISO AV 19  EDIFICIO
265,ZULIA,MARACAIBO,CHIQUINQUIRA,"UNIDAD EDUCATIVA NACIONAL RAFAEL MARIA BARALT (ANEXO
1)",ESCUELA TECNICA COMERCIAL NOCTURNA FRANCISCO JOSE DUARTE,SECTOR PARAISO AV 19  EDIFICIO
266,ZULIA,MARACAIBO,JUANA DE AVILA,LICEO LUIS BELTRAN RAMOS,ESCUELA BASICA NACIONAL LUISA CACERES DE ARISMENDI,"URBANIZACIÓN SAN JACINTO SECTOR 5 CALLE 2
DERECHA AVENIDA 6. FRENTE CALLE 2. IZQUIERDA VEREDA 7 AV PRINCIPAL EDIFICIO"
267,ZULIA,MARACAIBO,CARACCIOLO PARRA PEREZ,ESCUELA BASICA ESTADAL DELIA HUERTA,INCE CONSTRUCCION,"BARRIO PANAMERICANO  IZQUIERDA AVENIDA 73. FRENTE CALLE 72 BARRIO PANAMERICANO  DETRAS DEL PERIFERICO LA LIMPIA AVENIDA   73  CON CALLE
72 GALPÓN"
268,ZULIA,MARACAIBO,FRANCISCO EUGENIO B,UNIDAD EDUCATIVA NACIONAL 1 DE MAYO,"COMPLEJO
DEPORTIVO HUGO CHAVEZ",BARRIO LAS TRINITARIAS 3 ETAPA
269,ZULIA,VALMORE RODRIGUEZ,LA VICTORIA,UNIDAD EDUCATIVA NACIONAL NESTOR LUIS NEGRON,FUNDACION VALMORE RODRIGUEZ,CALLE PAEZ AL LADO DE LA UNIDAD EDUCATIVA NESTOR  LUIS NEGRON DIAGONAL A LA ANTIGUA CLINICA FERREBUS
270,ZULIA,SAN FRANCISCO,FRANCISCO OCHOA,UNIDAD EDUCATIVA NACIONAL RAUL OSORIO,ESCUELA SOCIAL DE AVANZADA JOSEFA DE MORALES,"BARRIO EL MANZANILLO  CALLE 21B CON AVENIDA
5 SAN FRANCISCO DERECHA AVENIDA 16. IZQUIERDA AVENIDA PRINCIPAL. FRENTE AVENIDA 5
AL LADO DE LA UNIDAD EDUCATIVA RAUL OSORIO CASA"
271,ZULIA,SAN FRANCISCO,SAN FRANCISCO,ESCUELA BASICA NACIONAL DOCTOR JESUS MUÑOZ TEBAR,ESCUELA BASICA NACIONAL GRAN MARISCAL DE AYACUCHO,AVENIDA 5 FRENTE A LA PLAZA RAFAEL URDANETA
272,AMAZONAS,ATURES,LUIS ALBERTO GOMEZ,UPATA,CENTRO MOVIL UPATA,BARRIO UPATA IZQUIERDA  CALLE PRINCIPAL. DERECHA CAMINO TRANSVERSAL. FRENTE CAMINO TRANSVERSAL A LADO DEL MODULO BARRIO ADENTRO
273,AMAZONAS,ATURES,LUIS ALBERTO GOMEZ,COLINAS DEL TRIANGULO,UNIDAD EDUCATIVA LOS RAUDADES,"TRIANGULO DE GUAICAIPURO  AVENIDA PRINCIPAL
CON CALLE PRIMERO DE MAYO DIAGONAL AL PREESCOLAR LOS TUCANCITOS"
274,AMAZONAS,ATURES,PARHUEÑA,CEJALITO,CENTRO MOVIL EL CEJAL,SECTOR COMUNIDA CEJAL FRENTE CARRETERA NACIONAL. DERECHA SENDERO SENDERO. IZQUIERDA SENDERO SENDERO COMUNIDAD EL CEJAL CASA
275,AMAZONAS,ATURES,PARHUEÑA,MANTECAL,ESCUELA MANTRCFAL,COMUNIDAD MANTECAL. ENTRADA CARRETERA NACIONAL. CALLE PRINCIPAL.
